"Prebivalstvo po: STAROST, SPOL , POLLETJE"

"0 let"
" ";"Moški"
" ";" ";"2015H2";14528
"63 let"
" ";"Moški"
" ";" ";"2010H2";11422
" ";" ";"2011H2";11599
" ";" ";"2012H2";11883
" ";" ";"2013H2";13363
" ";" ";"2014H2";13940
" ";" ";"2015H2";13554
" ";"Ženske"
" ";" ";"2010H2";12164
" ";" ";"2011H2";11939
" ";" ";"2012H2";12547
" ";" ";"2013H2";13444
" ";" ";"2014H2";14053
" ";" ";"2015H2";13855
"64 let"
" ";"Moški"
" ";" ";"2010H2";7993
" ";" ";"2011H2";11218
" ";" ";"2012H2";11402
" ";" ";"2013H2";11683
" ";" ";"2014H2";13120
" ";" ";"2015H2";13675
" ";"Ženske"
" ";" ";"2010H2";8936
" ";" ";"2011H2";12083
" ";" ";"2012H2";11861
" ";" ";"2013H2";12444
" ";" ";"2014H2";13360
" ";" ";"2015H2";13952
"65 let"
" ";"Moški"
" ";" ";"2010H2";8043
" ";" ";"2011H2";7867
" ";" ";"2012H2";11025
" ";" ";"2013H2";11148
" ";" ";"2014H2";11486
" ";" ";"2015H2";12888
" ";"Ženske"
" ";" ";"2010H2";8660
" ";" ";"2011H2";8879
" ";" ";"2012H2";12003
" ";" ";"2013H2";11747
" ";" ";"2014H2";12325
" ";" ";"2015H2";13260
"66 let"
" ";"Moški"
" ";" ";"2010H2";9687
" ";" ";"2011H2";7881
" ";" ";"2012H2";7719
" ";" ";"2013H2";10818
" ";" ";"2014H2";10975
" ";" ";"2015H2";11265
" ";"Ženske"
